Name,Year,Salaries,Rank
Milos Teodosic,2018,6120000.0,181
Jayson Tatum,2018,5758308.0,189
Josh Jackson,2018,5191840.8,203
De'Aaron Fox,2018,4701384.0,215
Jonathan Isaac,2018,4270046.4,225
Lauri Markkanen,2018,3898072.8000000003,236
Frank Ntilikina,2018,3571142.4,242
Dennis Smith,2018,3282645.6,254
Zach Collins,2018,3118384.8000000003,261
Malik Monk,2018,2962569.6,269
Luke Kennard,2018,2814465.6,273
Cedi Osman,2018,2695714.14,276
Donovan Mitchell,2018,2673705.6,277
Bam Adebayo,2018,2540167.2,284
Justin Jackson,2018,2412871.2,293
Guerschon Yabusele,2018,2292429.6,307
Justin Patton,2018,2292429.6,307
DJ Wilson,2018,2177740.8,313
TJ Leaf,2018,2068927.2,325
John Collins,2018,1975658.4000000001,330
Harry Giles,2018,1896588.0,332
Terrance Ferguson,2018,1820700.0,335
Jarrett Allen,2018,1747994.4000000001,339
Ante Zizic,2018,1678104.0,346
OG Anunoby,2018,1678104.0,346
Tyler Lydon,2018,1611028.8,351
Furkan Korkmaz,2018,1495238.4000000001,386
Caleb Swanigan,2018,1495238.4000000001,386
Kyle Kuzma,2018,1452031.2,391
Tony Bradley,2018,1443218.4000000001,392
Derrick White,2018,1432692.0,393
Josh Hart,2018,1422410.4000000001,394
Semi Ojeleye,2018,1317729.84,427
Frank Mason,2018,1208072.7,430
Abdel Nader,2018,1190679.66,431
Damyean Dotson,2018,1122000.0,433
Wesley Iwundu,2018,1071000.0,435
Ike Anigbogu,2018,969000.0,442
Rade Zagorac,2018,969000.0,442
Ivan Rabb,2018,969000.0,442
Tyler Dorsey,2018,831927.3,453
Daniel Theis,2018,831927.3,453
Dwayne Bacon,2018,831927.3,453
Maxi Kleber,2018,831927.3,453
Jordan Bell,2018,831927.3,453
Zhou Qi,2018,831927.3,453
Jawun Evans,2018,831927.3,453
Sindarius Thornwell,2018,831927.3,453
Thomas Bryant,2018,831927.3,453
Dillon Brooks,2018,831927.3,453
Sterling Brown,2018,831927.3,453
Frank Jackson,2018,831927.3,453
Dakari Johnson,2018,831927.3,453
Khem Birch,2018,831927.3,453
Davon Reed,2018,831927.3,453
Alfonzo McKinnie,2018,831927.3,453
Royce O'Neale,2018,831927.3,453
Antonius Cleveland,2018,391798.32,475
Cameron Oliver,2018,306000.0,479
Shaquille Harrison,2018,235006.98,480
Jaylen Morris,2018,202105.86000000002,482
Nigel Hayes,2018,197402.64,483
Omari Johnson,2018,173904.9,488
Naz Long,2018,170501.16,489
Rodney Purvis,2018,169204.74,491
Milton Doyle,2018,129795.0,500
Walter Lemon Jr,2018,94002.18000000001,506
Josh Gray,2018,94002.18000000001,506
Jaylen Johnson,2018,89302.02,508
CJ Fair,2018,84601.86,510
Josh Magette,2018,78795.0,542
Tyler Cavanaugh,2018,78795.0,542
Andrew White,2018,78795.0,542
Kadeem Allen,2018,78795.0,542
Jabari Bird,2018,78795.0,542
Yakuba Ouattara,2018,78795.0,542
Jacob Wiley,2018,78795.0,542
Mangok Mathiang,2018,78795.0,542
Antonio Blakeney,2018,78795.0,542
London Perrantes,2018,78795.0,542
Johnathan Motley,2018,78795.0,542
Gian Clavell,2018,78795.0,542
Torrey Craig,2018,78795.0,542
Monte Morris,2018,78795.0,542
Reggie Hearn,2018,78795.0,542
Chris Boucher,2018,78795.0,542
Edmond Sumner,2018,78795.0,542
Ben Moore,2018,78795.0,542
Jamil Wilson,2018,78795.0,542
CJ Williams,2018,78795.0,542
Tyrone Wallace,2018,78795.0,542
Kobi Simmons,2018,78795.0,542
Vince Hunter,2018,78795.0,542
Myke Henry,2018,78795.0,542
Matt Williams,2018,78795.0,542
Derrick Walton,2018,78795.0,542
Amile Jefferson,2018,78795.0,542
Charles Cooke,2018,78795.0,542
Luke Kornet,2018,78795.0,542
Isaiah Hicks,2018,78795.0,542
Daniel Hamilton,2018,78795.0,542
PJ Dozier,2018,78795.0,542
Jamel Artis,2018,78795.0,542
Jacob Pullen,2018,78795.0,542
Alec Peters,2018,78795.0,542
Malcolm Miller,2018,78795.0,542
Eric Griffin,2018,78795.0,542
Erik McCree,2018,78795.0,542
Michael Young,2018,78795.0,542
Devin Robinson,2018,78795.0,542
Xavier Silas,2018,75641.16,576
Landry Nnoko,2018,51000.0,579
VJ Beachem,2018,51000.0,579
Bronson Koenig,2018,51000.0,579
Marcus Thornton II,2018,47000.58,584
Jameel Warney,2018,47000.58,584
Aaron Jackson,2018,47000.58,584
Trey McKinney-Jones,2018,47000.58,584
Andre Ingram,2018,47000.58,584
Deandre Ayton,2018,,1786
Marvin Bagley,2018,,1787
Luka Doncic,2018,,1788
Trae Young,2018,,1789
Mo Bamba,2018,,1790
Wendell Carter,2018,,1791
Collin Sexton,2018,,1792
Kevin Knox,2018,,1793
Mikal Bridges,2018,,1794
Shai Gilgeous-Alexander,2018,,1795
Miles Bridges,2018,,1796
Jerome Robinson,2018,,1797
Michael Porter,2018,,1798
Troy Brown,2018,,1799
Zhaire Smith,2018,,1800
Donte DiVincenzo,2018,,1801
Lonnie Walker,2018,,1802
Kevin Huerter,2018,,1803
Josh Okogie,2018,,1804
Grayson Allen,2018,,1805
Chandler Hutchison,2018,,1806
Aaron Holiday,2018,,1807
Anfernee Simons,2018,,1808
Moritz Wagner,2018,,1809
Landry Shamet,2018,,1810
Rodions Kurucs,2018,,1811
Jonah Bolden,2018,,1812
Robert Williams,2018,,1813
Jacob Evans,2018,,1814
Dzanan Musa,2018,,1815
Omari Spellman,2018,,1816
Sviatoslav Mykhailiuk,2018,,1817
Mitchell Robinson,2018,,1818
Elie Okobo,2018,,1819
Jalen Brunson,2018,,1820
Melvin Frazier,2018,,1821
Isaac Bonga,2018,,1822
Devonte Graham,2018,,1823
De'Anthony Melton,2018,,1824
Ryan Broekhoff,2018,,1825
Raymond Spalding,2018,,1826
Jarred Vanderbilt,2018,,1827
Bruce Brown,2018,,1828
Khyri Thomas,2018,,1829
Isaiah Hartenstein,2018,,1830
Alize Johnson,2018,,1831
Keita Bates-Diop,2018,,1832
Kenrich Williams,2018,,1833
Hamidou Diallo,2018,,1834
Isaiah Briscoe,2018,,1835
Gary Trent Jr,2018,,1836
Chimezie Metu,2018,,1837
Brad Wanamaker,2018,,1838
Johnathan Williams,2018,,1839
Jaylen Adams,2018,,1840
Theo Pinson,2018,,1841
Joe Chealey,2018,,1842
JP Macura,2018,,1843
Rawle Alkins,2018,,1844
Billy Preston,2018,,1845
Kostas Antetokounmpo,2018,,1846
Daryl Macon,2018,,1847
DeVaughn Akoon-Purcell,2018,,1848
Thomas Welsh,2018,,1849
Keenan Evans,2018,,1850
Zach Lofton,2018,,1851
Marcus Derrickson,2018,,1852
Gary Clark,2018,,1853
Vincent Edwards,2018,,1854
Angel Delgado,2018,,1855
Yuta Watanabe,2018,,1856
Yante Maten,2018,,1857
Duncan Robinson,2018,,1858
Trevon Duval,2018,,1859
Jared Terrell,2018,,1860
Trevon Bluiett,2018,,1861
Allonzo Trier,2018,,1862
Deonte Burton,2018,,1863
Tyler Davis,2018,,1864
Troy Caupain,2018,,1865
Shake Milton,2018,,1866
George King,2018,,1867
Drew Eubanks,2018,,1868
Jordan Loyd,2018,,1869
Wenyen Gabriel,2018,,1870
Nuni Omot,2018,,1871
Shaquille O'Neal,2019,,514
Kevin Garnett,2019,,515
Alonzo Mourning,2019,,516
Juwan Howard,2019,,517
Scottie Pippen,2019,,518
Karl Malone,2019,,519
Larry Johnson,2019,,520
Gary Payton,2019,,521
Rasheed Wallace,2019,,522
Shawn Kemp,2019,,523
Damon Stoudamire,2019,,524
Antonio McDyess,2019,,525
Ray Allen,2019,,526
Antoine Walker,2019,,527
Stephon Marbury,2019,,528
Vlade Divac,2019,,529
Bryant Reeves,2019,,530
Tom Gugliotta,2019,,531
Nick Van Exel,2019,,532
Elden Campbell,2019,,533
Terrell Brandon,2019,,534
Derrick Coleman,2019,,535
Glenn Robinson,2019,,536
Steve Smith,2019,,537
Kerry Kittles,2019,,538
Chris Dudley,2019,,539
Theo Ratliff,2019,,540
Matt Geiger,2019,,541
Jason Kidd,2019,,542
Kenny Anderson,2019,,543
Tyrone Hill,2019,,544
Clifford Robinson,2019,,545
Jamal Mashburn,2019,,546
Steve Nash,2019,,547
Alan Henderson,2019,,548
Donyell Marshall,2019,,549
Marcus Camby,2019,,550
Greg Ostertag,2019,,551
Luc Longley,2019,,552
P.J. Brown,2019,,553
Jermaine O'Neal,2019,,554
Erick Dampier,2019,,555
Wesley Person,2019,,556
Isaac Austin,2019,,557
Loy Vaught,2019,,558
Derrick McKey,2019,,559
Robert Horry,2019,,560
Jim McIlvaine,2019,,561
Jerry Stackhouse,2019,,562
Charlie Ward,2019,,563
Dale Davis,2019,,564
Lorenzen Wright,2019,,565
Mookie Blaylock,2019,,566
Chris Mills,2019,,567
Chris Childs,2019,,568
Darrell Armstrong,2019,,569
Bryon Russell,2019,,570
Brent Barry,2019,,571
Jason Caffey,2019,,572
Vitaly Potapenko,2019,,573
Bob Sura,2019,,574
Walt Williams,2019,,575
Scott Williams,2019,,576
Sam Cassell,2019,,577
Michael Olowokandi,2019,,578
Elton Brand,2019,,579
Eric Williams,2019,,580
Travis Best,2019,,581
Michael Stewart,2019,,582
Derek Strong,2019,,583
Mike Bibby,2019,,584
Rick Fox,2019,,585
Steve Francis,2019,,586
Derek Fisher,2019,,587
Eric Snow,2019,,588
Ervin Johnson,2019,,589
Brent Price,2019,,590
Travis Knight,2019,,591
Raef LaFrentz,2019,,592
Tracy Murray,2019,,593
Tyrone Nesby,2019,,594
Baron Davis,2019,,595
Vonteego Cummings,2019,,596
David Wesley,2019,,597
Dean Garrett,2019,,598
Antawn Jamison,2019,,599
Walter McCarty,2019,,600
Anthony Peeler,2019,,601
Lamar Odom,2019,,602
Cedric E. Henderson,2019,,603
Lawrence Funderburke,2019,,604
Lindsey Hunter,2019,,605
Malik Rose,2019,,606
Vince Carter,2019,2393887.0,306
Jonathan Bender,2019,,607
Dell Curry,2019,,608
Robert Traylor,2019,,609
Othella Harrington,2019,,610
Wally Szczerbiak,2019,,611
Terry Porter,2019,,612
Rodney Rogers,2019,,613
Jamie Feick,2019,,614
Eric Montross,2019,,615
Chris Crawford,2019,,616
Steve Kerr,2019,,617
Vinny Del Negro,2019,,618
Sean Rooks,2019,,619
Lucious Harris,2019,,620
Jason Williams,2019,,621
Richard Hamilton,2019,,622
Larry Hughes,2019,,623
Andre Miller,2019,,624
Dirk Nowitzki,2019,5000000.0,213
Shawn Marion,2019,,625
Paul Pierce,2019,,626
Jason Terry,2019,,627
Bonzi Wells,2019,,628
Trajan Langdon,2019,,629
Aleksandar Radojevic,2019,,630
Keon Clark,2019,,631
Corey Maggette,2019,,632
Michael Dickerson,2019,,633
Will Avery,2019,,634
Matt Harpring,2019,,635
Eldridge Recasner,2019,,636
Metta World Peace,2019,,637
Rasho Nesterovic,2019,,638
Cal Bowdler,2019,,639
James Posey,2019,,640
Pat Garrity,2019,,641
Quincy Lewis,2019,,642
Roshown McLeod,2019,,643
Dion Glover,2019,,644
Ricky Davis,2019,,645
Greg Foster,2019,,646
Jeff Foster,2019,,647
Brian Skinner,2019,,648
Kenny Thomas,2019,,649
Devean George,2019,,650
Al Harrington,2019,,651
Tim James,2019,,652
Jumaine Jones,2019,,653
Scott Padgett,2019,,654
Rafer Alston,2019,,655
Hakeem Olajuwon,2019,,656
David Robinson,2019,,657
Dikembe Mutombo,2019,,658
Patrick Ewing,2019,,659
Jayson Williams,2019,,660
Tim Hardaway,2019,,661
Chris Webber,2019,,662
Arvydas Sabonis,2019,,663
John Stockton,2019,,664
Reggie Miller,2019,,665
Zydrunas Ilgauskas,2019,,666
Kobe Bryant,2019,,667
Shareef Abdur-Rahim,2019,,668
Vin Baker,2019,,669
Allen Iverson,2019,,670
Anfernee Hardaway,2019,,671
Latrell Sprewell,2019,,672
Mitch Richmond,2019,,673
Rod Strickland,2019,,674
Jalen Rose,2019,,675
Grant Hill,2019,,676
Tracy McGrady,2019,,677
Tim Duncan,2019,,678
Keith Van Horn,2019,,679
Allan Houston,2019,,680
Eddie Jones,2019,,681
Brian Grant,2019,,682
Tim Thomas,2019,,683
Michael Finley,2019,,684
Shawn Bradley,2019,,685
Danny Manning,2019,,686
Avery Johnson,2019,,687
Glen Rice,2019,,688
Kendall Gill,2019,,689
Christian Laettner,2019,,690
Horace Grant,2019,,691
Toni Kukoc,2019,,692
Bryant Stith,2019,,693
Charles Oakley,2019,,694
PJ Brown,2019,,695
Chris Gatling,2019,,696
Anthony Mason,2019,,697
Ron Mercer,2019,,698
Antonio Davis,2019,,699
Kelvin Cato,2019,,700
Austin Croshere,2019,,701
Sean Elliott,2019,,702
Hersey Hawkins,2019,,703
Chris Mullin,2019,,704
Bobby Phills,2019,,705
Tariq Abdul-Wahad,2019,,706
Bo Outlaw,2019,,707
Robert Pack,2019,,708
Brevin Knight,2019,,709
Howard Eisley,2019,,710
Dan Majerle,2019,,711
Brad Miller,2019,,712
Ben Wallace,2019,,713
Duane Causwell,2019,,714
Danny Fortson,2019,,715
Corliss Williamson,2019,,716
Cedric Ceballos,2019,,717
Jahidi White,2019,,718
Cuttino Mobley,2019,,719
Rashard Lewis,2019,,720
Scot Pollard,2019,,721
Voshon Lenard,2019,,722
Nick Anderson,2019,,723
Dana Barros,2019,,724
Doug West,2019,,725
Kurt Thomas,2019,,726
Adonal Foyle,2019,,727
Mark Jackson,2019,,728
Kenyon Martin,2019,,729
Rex Chapman,2019,,730
Greg Anthony,2019,,731
Adam Keefe,2019,,732
Lamond Murray,2019,,733
Jud Buechler,2019,,734
Greg Minor,2019,,735
Tony Battie,2019,,736
Don MacLean,2019,,737
Stromile Swift,2019,,738
Doug Christie,2019,,739
Mark Bryant,2019,,740
Chucky Atkins,2019,,741
Samaki Walker,2019,,742
Jerome Williams,2019,,743
Kevin Willis,2019,,744
Mikki Moore,2019,,745
Darius Miles,2019,,746
Antonio Daniels,2019,,747
Popeye Jones,2019,,748
Jon Barry,2019,,749
Cedric Henderson,2019,,750
Vernon Maxwell,2019,,751
Marcus Fizer,2019,,752
Erick Strickland,2019,,753
Dragan Tarlac,2019,,754
Matt Maloney,2019,,755
Gary Trent,2019,,756
Terry Mills,2019,,757
Mark Strickland,2019,,758
Sam Mitchell,2019,,759
Chris Whitney,2019,,760
Jim Jackson,2019,,761
Mike Miller,2019,,762
Dale Ellis,2019,,763
Randy Brown,2019,,764
Aaron Williams,2019,,765
Bimbo Coles,2019,,766
Joe Smith,2019,,767
Maurice Taylor,2019,,768
Sam Perkins,2019,,769
Brian Shaw,2019,,770
A.C. Green,2019,,771
Chauncey Billups,2019,,772
Tony Delk,2019,,773
Will Perdue,2019,,774
Bobby Jackson,2019,,775
Derek Anderson,2019,,776
John Starks,2019,,777
Otis Thorpe,2019,,778
J.R. Reid,2019,,779
Calbert Cheaney,2019,,780
George McCloud,2019,,781
John Wallace,2019,,782
Michael Curry,2019,,783
Terry Cummings,2019,,784
Carlos Rogers,2019,,785
Shandon Anderson,2019,,786
Eric Piatkowski,2019,,787
Ron Harper,2019,,788
Grant Long,2019,,789
George Lynch,2019,,790
Detlef Schrempf,2019,,791
Olden Polynice,2019,,792
Michael Smith,2019,,793
Cory Alexander,2019,,794
DerMarr Johnson,2019,,795
John Williams,2019,,796
Clarence Weatherspoon,2019,,797
Hubert Davis,2019,,798
Billy Owens,2019,,799
Eric Murdock,2019,,800
Matt Bullard,2019,,801
Cherokee Parks,2019,,802
Alvin Williams,2019,,803
Johnny Newman,2019,,804
Chris Mihm,2019,,805
Keith Closs,2019,,806
Andrew DeClercq,2019,,807
James Robinson,2019,,808
Aaron McKie,2019,,809
Jamal Crawford,2019,4698113.0,217
Jaren Jackson,2019,5922720.0,193
Lorenzo Williams,2019,,810
Muggsy Bogues,2019,,811
Darvin Ham,2019,,812
Joel Przybilla,2019,,813
Keyon Dooling,2019,,814
Jacque Vaughn,2019,,815
Predrag Stojakovic,2019,,816
Jerome Moiso,2019,,817
Michael Doleac,2019,,818
Etan Thomas,2019,,819
Tony Massenburg,2019,,820
Corie Blount,2019,,821
Courtney Alexander,2019,,822
Gary Grant,2019,,823
William Avery,2019,,824
Mateen Cleaves,2019,,825
Anthony Johnson,2019,,826
Chris Carr,2019,,827
Joe Kleine,2019,,828
Zan Tabak,2019,,829
Chuck Person,2019,,830
Anthony Carter,2019,,831
LaPhonso Ellis,2019,,832
Danny Ferry,2019,,833
Dennis Scott,2019,,834
Jason Collier,2019,,835
Bryce Drew,2019,,836
Elliot Perry,2019,,837
Hidayet Turkoglu,2019,,838
Tom Hammonds,2019,,839
Radoslav Nesterovic,2019,,840
Jelani McCoy,2019,,841
Sherman Douglas,2019,,842
Greg Buckner,2019,,843
Desmond Mason,2019,,844
Mirsad Turkcan,2019,,845
Bill Curley,2019,,846
Quentin Richardson,2019,,847
Kevin Edwards,2019,,848
Jerome Kersey,2019,,849
Felton Spencer,2019,,850
David Wingate,2019,,851
Pervis Ellison,2019,,852
Dee Brown,2019,,853
Monty Williams,2019,,854
Mario Elie,2019,,855
Tyrone Corbin,2019,,856
Bruno Sundov,2019,,857
Ruben Patterson,2019,,858
Jamaal Magloire,2019,,859
Speedy Claxton,2019,,860
Terry Davis,2019,,861
Stacey Augmon,2019,,862
Morris Peterson,2019,,863
Fred Hoiberg,2019,,864
Tyronn Lue,2019,,865
Donnell Harvey,2019,,866
Felipe Lopez,2019,,867
DeShawn Stevenson,2019,,868
John Crotty,2019,,869
Mahmoud Abdul-Rauf,2019,,870
Dalibor Bagaric,2019,,871
Sam Jacobson,2019,,872
Iakovos Tsakalidis,2019,,873
Corey Benjamin,2019,,874
Vladimir Stepania,2019,,875
Nazr Mohammed,2019,,876
Mamadou N'diaye,2019,,877
Isaiah Rider,2019,,878
Todd Day,2019,,879
David Benoit,2019,,880
Bruce Bowen,2019,,881
Erick Barkley,2019,,882
Damon Jones,2019,,883
Mark Madsen,2019,,884
Reggie Slater,2019,,885
Darrick Martin,2019,,886
Larry Robinson,2019,,887
Todd Fuller,2019,,888
Don Reid,2019,,889
Antonio Harvey,2019,,890
Emanual Davis,2019,,891
Eddie Robinson,2019,,892
John Amaechi,2019,,893
Shammond Williams,2019,,894
Doug Overton,2019,,895
Shawnelle Scott,2019,,896
Rick Brunson,2019,,897
Kevin Ollie,2019,,898
Moochie Norris,2019,,899
Tyus Edney,2019,,900
Jeff McInnis,2019,,901
Etdrick Bohannon,2019,,902
Troy Hudson,2019,,903
Roy Rogers,2019,,904
Ryan Bowen,2019,,905
Ansu Sesay,2019,,906
Laron Profit,2019,,907
Adrian Griffin,2019,,908
Earl Boykins,2019,,909
William Cunningham,2019,,910
Mark Pope,2019,,911
Andrae Patterson,2019,,912
Kornel David,2019,,913
Gerard King,2019,,914
Leon Smith,2019,,915
Michael Ruffin,2019,,916
Evan Eschmeyer,2019,,917
Rodney Buford,2019,,918
Michael Hawkins,2019,,919
Lari Ketner,2019,,920
Maceo Baston,2019,,921
Jonathan Kerner,2019,,922
Lazaro Borrell,2019,,923
Jermaine Jackson,2019,,924
Todd MacCulloch,2019,,925
Derrick Dial,2019,,926
Calvin Booth,2019,,927
Obinna Ekezie,2019,,928
Hanno Mottola,2019,,929
Mark Blount,2019,,930
Milt Palacio,2019,,931
Chris Herren,2019,,932
Soumaila Samake,2019,,933
Stephen Jackson,2019,,934
Lee Nailon,2019,,935
Terrance Roberson,2019,,936
AJ Guyton,2019,,937
Jake Voskuhl,2019,,938
Khalid El-Amin,2019,,939
Eduardo Najera,2019,,940
Brian Cardinal,2019,,941
Torraye Braggs,2019,,942
Marc Jackson,2019,,943
Chris Porter,2019,,944
Dan Langhi,2019,,945
Zendon Hamilton,2019,,946
Stanislav Medvedenko,2019,,947
Mike Penberthy,2019,,948
Eddie House,2019,,949
Jason Hart,2019,,950
Michael Redd,2019,,951
Lavor Postell,2019,,952
Pete Mickeal,2019,,953
Olumide Oyedeji,2019,,954
Ruben Wolkowyski,2019,,955
Pepe Sanchez,2019,,956
Ademola Okulaja,2019,,957
Daniel Santiago,2019,,958
Paul McPherson,2019,,959
Ruben Garces,2019,,960
Jabari Smith,2019,,961
Ira Newble,2019,,962
Chris Carrawell,2019,,963
Garth Joseph,2019,,964
Mike Smith,2019,,965
Mark Karcher,2019,,966
Anthony Miller,2019,,967
Jamal Robinson,2019,,968
Kwame Brown,2019,,969
Zeljko Rebraca,2019,,970
Tyson Chandler,2019,13585000.0,91
Pau Gasol,2019,16800000.0,68
Eddy Curry,2019,,971
Jason Richardson,2019,,972
Shane Battier,2019,,973
Eddie Griffin,2019,,974
DeSagana Diop,2019,,975
Rodney White,2019,,976
Joe Johnson,2019,,977
Kedrick Brown,2019,,978
Vladimir Radmanovic,2019,,979
Richard Jefferson,2019,,980
Troy Murphy,2019,,981
Steven Hunter,2019,,982
Kirk Haston,2019,,983
Michael Bradley,2019,,984
Jason Collins,2019,,985
Zach Randolph,2019,11692308.0,117
Michael Jordan,2019,,986
Brendan Haywood,2019,,987
Joseph Forte,2019,,988
Jeryl Sasser,2019,,989
Brandon Armstrong,2019,,990
Andrei Kirilenko,2019,,991
Gerald Wallace,2019,,992
Samuel Dalembert,2019,,993
Jamaal Tinsley,2019,,994
Primoz Brezec,2019,,995
Tony Parker,2019,5000000.0,213
Mitchell Butler,2019,,996
Victor Alexander,2019,,997
Harold Jamison,2019,,998
Sean Marks,2019,,999
Raja Bell,2019,,1000
Charles Smith,2019,,1001
Predrag Drobnjak,2019,,1002
Steve Goodrich,2019,,1003
Wang Zhizhi,2019,,1004
Art Long,2019,,1005
Jerome James,2019,,1006
Amal McCaskill,2019,,1007
Terence Morris,2019,,1008
Brian Scalabrine,2019,,1009
Trenton Hassell,2019,,1010
Jeff Trepagnier,2019,,1011
Kenny Satterfield,2019,,1012
Ratko Varda,2019,,1013
Dean Oliver,2019,,1014
Gilbert Arenas,2019,,1015
Oscar Torres,2019,,1016
Tierre Brown,2019,,1017
Jamison Brewer,2019,,1018
Norm Richardson,2019,,1019
Antonis Fotsis,2019,,1020
Willie Solomon,2019,,1021
Ernest Brown,2019,,1022
Malik Allen,2019,,1023
Loren Woods,2019,,1024
Maurice Evans,2019,,1025
Earl Watson,2019,,1026
Alvin Jones,2019,,1027
Damone Brown,2019,,1028
Alton Ford,2019,,1029
Ruben Boumtje-Boumtje,2019,,1030
Carlos Arroyo,2019,,1031
Jarron Collins,2019,,1032
Bobby Simmons,2019,,1033
Omar Cook,2019,,1034
Chris Andersen,2019,,1035
Sam Mack,2019,,1036
Charlie Bell,2019,,1037
Tang Hamilton,2019,,1038
Joe Crispin,2019,,1039
Dickey Simpkins,2019,,1040
Yao Ming,2019,,1041
Jay Williams,2019,,1042
Mike Dunleavy,2019,,1043
Drew Gooden,2019,,1044
Nikoloz Tskitishvili,2019,,1045
Dajuan Wagner,2019,,1046
Nen<U+00A8><U+00BA>,2019,3651480.0,241
Chris Wilcox,2019,,1047
Amare Stoudemire,2019,,1048
Marko Jaric,2019,,1049
Caron Butler,2019,,1050
Jared Jeffries,2019,,1051
Cezary Trybanski,2019,,1052
Melvin Ely,2019,,1053
Marcus Haislip,2019,,1054
Gordan Giricek,2019,,1055
Fred Jones,2019,,1056
Manu Ginobili,2019,2500000.0,291
Jiri Welsch,2019,,1057
Bostjan Nachbar,2019,,1058
Juan Dixon,2019,,1059
Curtis Borchardt,2019,,1060
Ryan Humphrey,2019,,1061
Kareem Rush,2019,,1062
Mehmet Okur,2019,,1063
Qyntel Woods,2019,,1064
Casey Jacobsen,2019,,1065
Tayshaun Prince,2019,,1066
Efthimios Rentzias,2019,,1067
Frank Williams,2019,,1068
Chris Jefferies,2019,,1069
Dan Dickau,2019,,1070
John Salmons,2019,,1071
Juaquin Hawkins,2019,,1072
Raul Lopez,2019,,1073
Mengke Bateer,2019,,1074
Tremaine Fowlkes,2019,,1075
Mike James,2019,,1076
JR Bremer,2019,,1077
Tamar Slay,2019,,1078
Lonny Baxter,2019,,1079
Roger Mason,2019,,1080
Carlos Boozer,2019,,1081
Smush Parker,2019,,1082
Junior Harrington,2019,,1083
Predrag Savovic,2019,,1084
Vincent Yarbrough,2019,,1085
Tito Maddox,2019,,1086
Jannero Pargo,2019,,1087
Chris Owens,2019,,1088
Mike Batiste,2019,,1089
Robert Archibald,2019,,1090
Ken Johnson,2019,,1091
Rasual Butler,2019,,1092
Sean Lampley,2019,,1093
Dan Gadzuric,2019,,1094
Jamal Sampson,2019,,1095
Ronald Murray,2019,,1096
Igor Rakocevic,2019,,1097
Reggie Evans,2019,,1098
Pat Burke,2019,,1099
Sam Clancy,2019,,1100
Nate Huffman,2019,,1101
Adam Harrington,2019,,1102
Anthony Goldwire,2019,,1103
Mike Wilks,2019,,1104
Guy Rucker,2019,,1105
Devin Brown,2019,,1106
Paul Shirley,2019,,1107
LeBron James,2019,35654150.0,3
Darko Milicic,2019,,1108
Carmelo Anthony,2019,27928140.0,15
Chris Bosh,2019,26837720.0,17
Dwyane Wade,2019,2393887.0,306
Chris Kaman,2019,,1109
Kirk Hinrich,2019,,1110
TJ Ford,2019,,1111
Mike Sweetney,2019,,1112
Jarvis Hayes,2019,,1113
Nick Collison,2019,,1114
Mickael Pietrus,2019,,1115
Marcus Banks,2019,,1116
Luke Ridnour,2019,,1117
Reece Gaines,2019,,1118
Troy Bell,2019,,1119
Zarko Cabarkapa,2019,,1120
David West,2019,,1121
Aleksandar Pavlovic,2019,,1122
Dahntay Jones,2019,,1123
Boris Diaw,2019,,1124
Zoran Planinic,2019,,1125
Travis Outlaw,2019,,1126
Brian Cook,2019,,1127
Ndudi Ebi,2019,,1128
Maciej Lampe,2019,,1129
Kendrick Perkins,2019,,1130
Leandro Barbosa,2019,,1131
Josh Howard,2019,,1132
Oliver Miller,2019,,1133
Travis Hansen,2019,,1134
Brandon Hunter,2019,,1135
Linton Johnson,2019,,1136
Jason Kapono,2019,,1137
Jon Stefansson,2019,,1138
Marquis Daniels,2019,,1139
Francisco Elson,2019,,1140
James Jones,2019,,1141
Josh Moore,2019,,1142
Luke Walton,2019,,1143
Theron Smith,2019,,1144
Jerome Beasley,2019,,1145
Udonis Haslem,2019,2393887.0,306
Keith McLeod,2019,,1146
Richie Frahm,2019,,1147
Keith Bogans,2019,,1148
Zaza Pachulia,2019,2393887.0,306
Kyle Korver,2019,7560000.0,166
Willie Green,2019,,1149
Darius Songaila,2019,,1150
Alex Garcia,2019,,1151
Ben Handlogten,2019,,1152
Maurice Williams,2019,,1153
Steve Blake,2019,,1154
Paul Grant,2019,,1155
Matt Carroll,2019,,1156
Kaniel Dickens,2019,,1157
Ben Davis,2019,,1158
Slavko Vranes,2019,,1159
Shane Heal,2019,,1160
Britton Johnsen,2019,,1161
Dwight Howard,2019,24256725.0,28
Emeka Okafor,2019,,1162
Ben Gordon,2019,,1163
Shaun Livingston,2019,8307692.0,158
Devin Harris,2019,2393887.0,306
Andres Nocioni,2019,,1164
Josh Childress,2019,,1165
Luol Deng,2019,16747954.0,69
Rafael Araujo,2019,,1166
Andre Iguodala,2019,16000000.0,73
Luke Jackson,2019,,1167
Andris Biedrins,2019,,1168
Robert Swift,2019,,1169
Ibo Kutluay,2019,,1170
Sebastian Telfair,2019,,1171
Kris Humphries,2019,,1172
Al Jefferson,2019,4000000.0,235
Kirk Snyder,2019,,1173
Josh Smith,2019,5331729.0,206
JR Smith,2019,14720000.0,83
Dorell Wright,2019,,1174
Jameer Nelson,2019,,1175
Pavel Podkolzin,2019,,1176
Viktor Khryapa,2019,,1177
Delonte West,2019,,1178
Nenad Krstic,2019,,1179
Tony Allen,2019,,1180
Carlos Delfino,2019,,1181
Kevin Martin,2019,,1182
